Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2010-01-04 00:00:00-05:00,6.422878123960718,6.455078215013772,6.391279918788766,6.440332412719727,493729600,0.0,0.0,AAPL
2010-01-05 00:00:00-05:00,6.458086349642286,6.4878788893442865,6.417459465133687,6.451465606689453,601904800,0.0,0.0,AAPL
2010-01-06 00:00:00-05:00,6.45146699312308,6.4770467400542,6.342227121682705,6.34884786605835,552160000,0.0,0.0,AAPL
2010-01-07 00:00:00-05:00,6.372319959542432,6.379843531927759,6.291066984952576,6.3371100425720215,477131200,0.0,0.0,AAPL
2010-01-08 00:00:00-05:00,6.328680479245989,6.379839939069512,6.291365188400848,6.379237651824951,447610800,0.0,0.0,AAPL
2010-01-11 00:00:00-05:00,6.403916833286323,6.409935689947668,6.2730099152447485,6.322965621948242,462229600,0.0,0.0,AAPL
2010-01-12 00:00:00-05:00,6.295279285939875,6.31273437428661,6.21192052125898,6.251041889190674,594459600,0.0,0.0,AAPL
2010-01-13 00:00:00-05:00,6.255556454799051,6.347642155354666,6.1421034098672385,6.3392157554626465,605892000,0.0,0.0,AAPL
2010-01-14 00:00:00-05:00,6.322966270050092,6.333498868494199,6.290163899676365,6.302502155303955,432894000,0.0,0.0,AAPL
2010-01-15 00:00:00-05:00,6.34764236456958,6.367805536404338,6.195368891923551,6.197174549102783,594067600,0.0,0.0,AAPL
2010-01-19 00:00:00-05:00,6.269398995820248,6.475840970783041,6.236597430330016,6.47132682800293,730007600,0.0,0.0,AAPL
2010-01-20 00:00:00-05:00,6.467413497838698,6.486673435378662,6.3046074598444175,6.371716499328613,612152800,0.0,0.0,AAPL
2010-01-21 00:00:00-05:00,6.382250346663958,6.419265113196395,6.235693985875178,6.2615742683410645,608154400,0.0,0.0,AAPL
2010-01-22 00:00:00-05:00,6.22275367139185,6.244420751800569,5.933253496278336,5.951008319854736,881767600,0.0,0.0,AAPL
2010-01-25 00:00:00-05:00,6.0942563761742115,6.160160874534165,6.024439217595577,6.111108779907227,1065699600,0.0,0.0,AAPL
2010-01-26 00:00:00-05:00,6.197776853070281,6.431303307369188,6.096361512083576,6.197475910186768,1867110000,0.0,0.0,AAPL
2010-01-27 00:00:00-05:00,6.224859804269056,6.337108667348443,6.004574474146093,6.255856513977051,1722568400,0.0,0.0,AAPL
2010-01-28 00:00:00-05:00,6.167079190570686,6.1842321238528175,5.979595873962765,5.997350692749023,1173502400,0.0,0.0,AAPL
2010-01-29 00:00:00-05:00,6.051221514344954,6.0849263149904775,5.725307591416028,5.7797770500183105,1245952400,0.0,0.0,AAPL
2010-02-01 00:00:00-05:00,5.789106054008692,5.898345917430051,5.756905966858612,5.860126972198486,749876400,0.0,0.0,AAPL
2010-02-02 00:00:00-05:00,5.895638207381755,5.9079764654391855,5.819501254989006,5.8941330909729,698342400,0.0,0.0,AAPL
2010-02-03 00:00:00-05:00,5.873366369566044,6.024737392452094,5.850796060042472,5.995546340942383,615328000,0.0,0.0,AAPL
2010-02-04 00:00:00-05:00,5.920314391218215,5.969668227613342,5.765031858963543,5.779477119445801,757652000,0.0,0.0,AAPL
2010-02-05 00:00:00-05:00,5.796930431016203,5.898345776508649,5.743363398956661,5.882094860076904,850306800,0.0,0.0,AAPL
2010-02-08 00:00:00-05:00,5.889016926329096,5.954921813326952,5.838158380532967,5.841769695281982,478270800,0.0,0.0,AAPL
2010-02-09 00:00:00-05:00,5.910984509080721,5.943485535788941,5.860728254652928,5.9040632247924805,632886800,0.0,0.0,AAPL
2010-02-10 00:00:00-05:00,5.895035644004947,5.916402993800595,5.8459835536495115,5.871863842010498,370361600,0.0,0.0,AAPL
2010-02-11 00:00:00-05:00,5.864639914208277,6.011195864122497,5.839963002922944,5.978694438934326,550345600,0.0,0.0,AAPL
2010-02-12 00:00:00-05:00,5.961842358404085,6.068073178458809,5.883298281323169,6.030155181884766,655468800,0.0,0.0,AAPL
2010-02-16 00:00:00-05:00,6.077099685751919,6.1297634686651215,6.064460490354728,6.121036529541016,543737600,0.0,0.0,AAPL
2010-02-17 00:00:00-05:00,6.144810086491243,6.14842139990363,6.044598148261356,6.095457077026367,436396800,0.0,0.0,AAPL
2010-02-18 00:00:00-05:00,6.067771843810248,6.13578413084111,6.046405702998772,6.106894016265869,422825200,0.0,0.0,AAPL
2010-02-19 00:00:00-05:00,6.074695673709269,6.115020822990314,6.052124952817479,6.068977355957031,415469600,0.0,0.0,AAPL
2010-02-22 00:00:00-05:00,6.08913894570441,6.093953629779706,5.994343951639114,6.03135871887207,390563600,0.0,0.0,AAPL
2010-02-23 00:00:00-05:00,6.018719157494267,6.058743752775308,5.889617889778194,5.930243968963623,575094800,0.0,0.0,AAPL
2010-02-24 00:00:00-05:00,5.965454406767876,6.062055067240381,5.953717633845612,6.0385823249816895,460566400,0.0,0.0,AAPL
2010-02-25 00:00:00-05:00,5.939874154055496,6.104786817558812,5.9251283562312675,6.078906536102295,665126000,0.0,0.0,AAPL
2010-02-26 00:00:00-05:00,6.090342912295723,6.174303971386686,6.078907484030895,6.157752513885498,507460800,0.0,0.0,AAPL
2010-03-01 00:00:00-05:00,6.1917560540675405,6.304607189244981,6.1827281721855885,6.289259910583496,550093600,0.0,0.0,AAPL
2010-03-02 00:00:00-05:00,6.317548630519751,6.344633085337924,6.251643753271007,6.285048007965088,566546400,0.0,0.0,AAPL
2010-03-03 00:00:00-05:00,6.28775639099061,6.315743273901178,6.257662908021177,6.299492359161377,372052800,0.0,0.0,AAPL
2010-03-04 00:00:00-05:00,6.29798784248148,6.347340860512157,6.278426156309787,6.3410210609436035,366041200,0.0,0.0,AAPL
2010-03-05 00:00:00-05:00,6.468318737610514,6.611564341558994,6.458989507847811,6.588994026184082,899620400,0.0,0.0,AAPL
